questionId,externalId,topic,subtopic,difficulty
3122fc7b,1f9e0de2-d5a7-4f67-9e59-62315da247f3,Algebra,Linear functions,M
d9733ed9,51deab81-34e8-49ee-b5a8-f1a85ae8f283,Algebra,Linear inequalities in one or two variables,M
ba79f10f,54986bed-7fc7-4f46-a3c6-d49d4fe54080,Algebra,Linear equations in two variables,E
36fd6752,3bd8d2aa-c0a4-4f79-8d4e-5eb3b5c814f0,Algebra,Systems of two linear equations in two variables,H
2e98b1df,96677815-bb45-424b-a4e5-ec40dbe43bb8,Algebra,Linear equations in one variable,E
d9d83c02,10931-DC,Algebra,Linear equations in one variable,E
59a49431,e0d6d5a3-8965-4022-ac3a-5ec27a3b9e6b,Algebra,Linear inequalities in one or two variables,E
23dedddd,ceae23d4-1965-4201-ac8f-3dbe916cc8e3,Algebra,Linear functions,M
c8fb6bcb,ce40ca76-4f75-4034-9e39-b6c214f31eea,Algebra,Linear functions,M
d909cd31,87828f3a-da5a-4eeb-9cec-04f0ff9e1f97,Algebra,Systems of two linear equations in two variables,M
a91a2b75,0beb2470-2acd-4279-917c-0e0172947d97,Algebra,Linear functions,M
98d3393a,10934-DC,Algebra,Linear equations in two variables,H
f88970cc,680ee560-0171-401e-8a31-87727153a417,Algebra,Systems of two linear equations in two variables,E
56dc8045,06a91641-79ae-4887-9807-53c2c9859f93,Algebra,Linear functions,M
92aa3a94,7840df29-5b0a-4ae4-9fb1-c8f458684f0b,Algebra,Linear equations in two variables,M
da2e9202,a3e37333-8679-4d42-b7c8-1b15541bd74d,Algebra,Linear equations in one variable,E
4f669597,070610-DC,Algebra,Linear equations in one variable,M
3c4ce699,62a3416c-5c61-4965-82b5-d0803a5d0182,Algebra,Linear equations in one variable,E
f2bbd43d,e82ae7c1-3cdb-480b-8a7b-5d3fe9c18b84,Algebra,Linear inequalities in one or two variables,M
9fc31513,9d2c51d3-1801-4e1e-b2f2-9e58978c2f8e,Algebra,Linear equations in one variable,E
ffb371f5,55751ff1-1079-45a7-b117-348b4d276815,Algebra,Systems of two linear equations in two variables,E
0b0fa68b,f268654f-d968-4474-abc8-911195b0c902,Algebra,Linear functions,H
6989c80a,bb4ec6e5-ecea-4bc4-a6d2-40a50bb5e60f,Algebra,Linear functions,H
bc638f2d,a27bd477-cd97-482c-8d5d-ec57f4486fff,Algebra,Linear functions,E
9d9fe1e6,d06b80b0-bba8-4218-bf79-f285777b8fbc,Algebra,Linear functions,E
c4d49134,ddfbf736-4c36-47b1-8e69-a9b951ed1842,Algebra,Linear functions,E
0cb57740,e2acc363-d0b7-4b19-ac43-34982f030a3d,Algebra,Linear equations in one variable,H
ece00725,f0db62a7-74c8-4e51-91dd-8c8b80649a49,Algebra,Systems of two linear equations in two variables,E
255996a6,025529-DC,Algebra,Linear functions,E
a1696f3e,08177-DC,Algebra,Linear functions,E
c01f4a95,acd27116-7079-469e-b599-5c238ac3e563,Algebra,Linear functions,M
dfa45424,025561-DC,Algebra,Linear equations in two variables,E
2e8cc1c0,cb01072a-91f8-4bc2-b74f-51d996629f69,Algebra,Linear equations in one variable,E
431c3038,021851-DC,Algebra,Linear equations in two variables,M
bd45df49,034cf40e-98a7-4817-a3d0-a76cae0faf07,Algebra,Systems of two linear equations in two variables,M
4b0c156b,5c630c81-9ef1-4180-821f-1dd4851610cf,Algebra,Linear functions,M
868fc236,070898-DC,Algebra,Linear functions,M
e0177f5f,ff17c197-f425-42d5-b68e-437f6191b533,Algebra,Systems of two linear equations in two variables,E
79784c23,73c4251e-9b52-43e0-b64c-eafae656c149,Algebra,Systems of two linear equations in two variables,M
e8f9e117,03867-DC,Algebra,Linear inequalities in one or two variables,H
c7d7980e,cab807ab-67ed-464f-a4b2-ece6edb417b6,Algebra,Linear equations in one variable,E
d8539e09,40946085-fbf1-4c4a-977f-931fd79ef80c,Algebra,Linear inequalities in one or two variables,H
ce314070,022123-DC,Algebra,Linear equations in one variable,M
7e1bff94,89816479-b500-4fe9-b80f-8f9fea007b9f,Algebra,Linear functions,M
946ab892,75be103e-3a39-4793-99d5-2ecb57774a84,Algebra,Linear functions,M
a7e2859a,ff095f0f-b8e2-470c-903c-78999ec17213,Algebra,Linear functions,H
feb78194,4b647461-1e29-465f-a480-e7b4dcecc200,Algebra,Linear equations in one variable,M
9f6f96ff,9074f61c-00b0-4492-ab66-501db8f46f38,Algebra,Systems of two linear equations in two variables,M
48fb34c8,f77e335f-77c7-457b-b90f-ba4526c10c28,Algebra,Linear inequalities in one or two variables,H
343aaff6,ab05e5bc-239c-421b-a9ab-056838213249,Algebra,Linear functions,E
f718c9cf,425d30d9-246b-4058-b45c-2e4168f92a0f,Algebra,Systems of two linear equations in two variables,H
6e50ce28,6224ef79-ede3-42e9-82fc-447127d5e27e,Algebra,Systems of two linear equations in two variables,M
915463e0,025455-DC,Algebra,Linear inequalities in one or two variables,E
62ef6f73,2764f11e-ac8f-4a9c-b6b0-db45ba9e4e48,Algebra,Linear equations in two variables,M
cc3e9528,02e0a325-790e-4a20-956c-c646b0e6a227,Algebra,Linear equations in two variables,H
153ee763,9d5bc04d-81bd-4fda-8c78-8c26fa0de2f0,Algebra,Linear equations in one variable,H
89541f9b,04176-DC,Algebra,Linear inequalities in one or two variables,E
2875ba81,05f30aab-94fb-4835-aaaf-c316bafa965e,Algebra,Systems of two linear equations in two variables,M
0ef4a7b6,20d7e793-fc4b-46cb-b6a6-4388c4317d68,Algebra,Linear inequalities in one or two variables,M
6a12efbb,c2ed48a0-96b6-4990-b199-6a704301200c,Algebra,Linear equations in two variables,E
2ecce641,6ef925eb-e107-4c5c-a9ee-a6f89bf6d14e,Algebra,Linear functions,E
265f2a53,d85fc288-4098-4fba-a899-571c900d8231,Algebra,Linear equations in two variables,M
ee031767,08084-DC,Algebra,Systems of two linear equations in two variables,E
4e400635,ac648dfb-04b8-480f-bc41-fe111d3c500c,Algebra,Systems of two linear equations in two variables,M
dcc4886a,f55e2a62-1692-407c-9001-96da7e84f1bb,Algebra,Systems of two linear equations in two variables,M
0cadb20e,cc329e0c-3593-4615-8425-0a35606bd546,Algebra,Linear functions,M
466b87e3,070616-DC,Algebra,Systems of two linear equations in two variables,H
ce6b52d8,ba23c485-785e-419e-b55c-cb7482fba61e,Algebra,Linear equations in one variable,M
83fb222d,9055c207-d1fc-4110-be3c-1ea08fcd52ab,Algebra,Linear equations in one variable,E
aee9fd2d,830cf5a2-7b06-43e1-bf6c-fb7814a69db0,Algebra,Linear equations in one variable,H
6daf8d70,bdad3961-fd1e-41f1-af28-fb816aa8a0b1,Algebra,Linear inequalities in one or two variables,M
84d0d07e,025731-DC,Algebra,Linear inequalities in one or two variables,E
7a987ae4,022240-DC,Algebra,Linear equations in one variable,E
f81a0503,02dc7dfd-b457-45d1-8655-2bcfcc4dfc17,Algebra,Linear equations in two variables,M
0366d965,029626-DC,Algebra,Linear equations in two variables,H
1006cad7,52842d0a-65a9-4a31-89c5-5df2054afc60,Algebra,Systems of two linear equations in two variables,E
570b5a5d,b0266b5e-6f26-496c-81ea-3108b31c0bc6,Algebra,Systems of two linear equations in two variables,H
56e1b09e,8a9230ef-2284-4f11-9f4e-abff1fd55a4e,Algebra,Linear equations in one variable,E
346d5c2e,2a9be9d6-4a3d-4f2e-92ee-f5423d312669,Algebra,Linear functions,E
13909d78,ad28edfc-9193-4278-8a8f-8f9b3a34406c,Algebra,Linear functions,E
10c448d6,dcbc1809-77bc-40b1-b74a-cb105d2b0efa,Algebra,Linear equations in two variables,E
939fc21b,96df58ca-4a03-48f8-b5e1-0437cd8a8511,Algebra,Systems of two linear equations in two variables,E
68f343c9,d6701d8a-79c5-4cbd-b549-dcd4b570f33b,Algebra,Linear functions,M
7038b587,7e0f2970-3e0b-4e25-b69c-84a25543e4e7,Algebra,Linear equations in two variables,E
4acd05cd,243f2e8b-7dd9-4a6f-b01e-582ee9fbb34c,Algebra,Linear equations in two variables,E
6d8ad460,ee187260-bfb5-410e-bb49-e34aec865b7b,Algebra,Linear equations in two variables,H
34aca984,f1ec7cf0-eab8-4ce6-b73f-e779a85c2edc,Algebra,Linear inequalities in one or two variables,M
963da34c,05385-DC,Algebra,Linear inequalities in one or two variables,H
184ce5aa,80b79c80-6158-42f6-b5e5-0c0a19031fce,Algebra,Linear equations in two variables,H
76f29fa5,81094fb4-28a4-4d27-b028-07b229772468,Algebra,Linear equations in one variable,M
b2de69bd,06912-DC,Algebra,Linear equations in two variables,E
aacc834b,f0dd503e-886e-49ec-9002-e65200346c57,Algebra,Systems of two linear equations in two variables,E
042aa429,7fedd1ee-8dd3-449f-8f4a-8154d1d099ed,Algebra,Linear functions,M
cd33b015,026034-DC,Algebra,Systems of two linear equations in two variables,E
e2e3942f,022887-DC,Algebra,Systems of two linear equations in two variables,H
f03465dc,c4e7a98c-fecd-45d1-ad5b-69c978af6bf7,Algebra,Systems of two linear equations in two variables,H
f8ff3249,40946085-fbf1-4c4a-977f-931fd79ef80c,Algebra,Linear inequalities in one or two variables,H
5ab9903f,657150dc-4949-4ed3-afe8-a00d56bf8642,Algebra,Linear equations in one variable,M
a35c7164,8f4b667c-7537-4495-ba4d-4549d1e62f85,Algebra,Linear equations in two variables,H
de6fe450,017100-DC,Algebra,Linear functions,E
d0a2fed5,568627eb-0784-4a63-a56a-ddffad314bb8,Algebra,Linear equations in one variable,M
03503d49,b56c5e06-9287-4cf4-860c-261d954a284d,Algebra,Linear inequalities in one or two variables,H
4f8bd093,fe2efe64-2759-4c9c-b6ac-4e4f9f1c9372,Algebra,Linear equations in one variable,E
4ec95eab,7eab7aa7-dffb-49ed-89bb-e363db1aaad3,Algebra,Systems of two linear equations in two variables,E
63d03c0b,4c14e865-e027-430a-9613-c80acd0346bf,Algebra,Linear functions,H
2d54c272,cdc3a36c-aceb-4d6e-99f2-44a62cd1b9b1,Algebra,Linear equations in two variables,H
fbd5483f,901a9121-4094-4653-b9b7-79d1132f3e1e,Algebra,Linear inequalities in one or two variables,H
4f89e4d4,b86303fd-698f-45e4-ba2a-97ad8f15a2d6,Algebra,Linear functions,E
4fb8adf7,ac10f741-d7d2-4630-ac36-63d9fd1f7a94,Algebra,Systems of two linear equations in two variables,E
d0cb49e8,b5fb74ca-504a-48fd-8613-f6d71ec02d98,Algebra,Linear functions,E
cee5b352,cdf32e4b-02c1-4140-951c-3af80dec3e9f,Algebra,Linear functions,E
c9355dec,f576ed28-b872-4c0f-a110-74e03781f51b,Algebra,Linear inequalities in one or two variables,E
58477a6c,8b3e73a1-172a-4ae8-af4d-a8d63b197417,Algebra,Systems of two linear equations in two variables,H
1e0a46e4,e124013e-471c-4f28-a3b4-212a4fd25c4e,Algebra,Systems of two linear equations in two variables,H
1e11190a,bc24a37b-b601-44de-a222-60974e9db0fb,Algebra,Systems of two linear equations in two variables,H
c39dbbdf,1ede31ff-90cd-4739-bd83-5ba88c2b02cb,Algebra,Linear equations in two variables,M
5518885d,5b3a2276-e0f1-47e6-a1cd-e590bbf22925,Algebra,Linear equations in two variables,E
78391fcc,029517-DC,Algebra,Linear functions,H
9ff10b3b,14894-DC,Algebra,Linear equations in one variable,E
ca452900,f751d621-537a-4175-801e-a9a856b72c00,Algebra,Linear equations in two variables,M
e77a76ce,33e5c79f-6eb4-44bc-917c-7090df8d4158,Algebra,Systems of two linear equations in two variables,M
b2fe7ab6,ee5be81f-8eae-4f80-8e45-e6642db5143d,Algebra,Linear functions,M
aad7e1b9,b4142eb8-7a46-4f1d-a34d-495ec7fb5693,Algebra,Linear functions,E
1bc11c4e,e65207ac-6145-49ce-842e-ade8831b09cf,Algebra,Linear functions,M
68c5c81a,4ab12ef2-53a0-47fe-ac2b-2bb21f21eb96,Algebra,Linear inequalities in one or two variables,H
b3c7ca1d,a9ea688b-0693-4bef-8150-b731185309a2,Algebra,Systems of two linear equations in two variables,M
deee9063,694cab4d-2a4c-40a2-bd61-46ca0d6708b4,Algebra,Linear equations in two variables,E
2d0e13a6,43d2ddd5-a11f-494c-acca-88dc80fde548,Algebra,Linear equations in two variables,E
59afe8db,974b35b6-beab-44b9-8d36-7f18c4daa0d1,Algebra,Linear equations in one variable,E
b8e73b5b,05355-DC,Algebra,Linear inequalities in one or two variables,H
4b06557b,a90c85c1-804c-489e-9c12-436ca82f1f2d,Algebra,Systems of two linear equations in two variables,E
830120b0,11266-DC,Algebra,Linear inequalities in one or two variables,H
23c5d458,32ff6707-691a-4b5c-a8ba-41a26d2c8ad0,Algebra,Linear functions,M
e86a06fe,4e317fbb-cdce-4c3a-acc2-5f1f342d3af0,Algebra,Linear functions,H
c8e0f511,e9060623-fc35-41b6-8e81-702b67a6dc3c,Algebra,Linear equations in two variables,E
c4ea43ef,029469-DC,Algebra,Linear equations in two variables,H
fb5e7f59,3265ed42-e3f1-44ac-9cb6-a8b55c776c51,Algebra,Systems of two linear equations in two variables,H
2869fe95,3f8fee7b-88df-4e61-b457-3a88934cb9c7,Algebra,Linear inequalities in one or two variables,E
4e77195b,26011899-7805-4655-b434-d6a03ef7d8de,Algebra,Linear equations in one variable,E
113b938e,08691-DC,Algebra,Linear functions,M
fe287f7e,0f91f69e-0e9c-452b-aef8-15e6c57f7327,Algebra,Linear functions,E
029c2dc2,b5bc3c68-cf0b-420c-894c-67a87a23e1b4,Algebra,Linear equations in two variables,E
2e1a7f66,ea6362be-d602-4fd3-b6df-53518625197a,Algebra,Linear equations in two variables,M
5e422ff9,08687-DC,Algebra,Systems of two linear equations in two variables,M
e744499e,14928-DC,Algebra,Linear inequalities in one or two variables,E
59352689,872b58e5-a9ea-488a-917d-0bdaaf2a4d73,Algebra,Systems of two linear equations in two variables,H
c5479c1a,61a4ffe2-81eb-435b-bda6-4f44122ffded,Algebra,Linear equations in two variables,E
14360f84,9961525f-7f16-4e8c-9aef-754d7403a0cf,Algebra,Systems of two linear equations in two variables,H
f01ef454,40468143-fc48-4d07-9364-198a459e602f,Algebra,Linear inequalities in one or two variables,E
6efcc0a3,61063a9c-5dc4-47b2-858c-6c3052f4e804,Algebra,Linear functions,E
637022d2,eb660cfe-6d9e-465b-a9a3-9b5a5ae60195,Algebra,Linear equations in two variables,M
776cfa7c,bba90b53-4666-4123-babf-8f8dbe2f8a7f,Algebra,Linear functions,E
f6b055dc,58253567-9086-41df-86cd-17a48bbb725b,Algebra,Systems of two linear equations in two variables,E
0393ba15,c5442207-cd62-4203-8c5a-95d42e060e41,Algebra,Linear equations in one variable,H
74c98c82,ff06a0a2-65a5-41cc-a2c6-f909deb61b07,Algebra,Linear inequalities in one or two variables,M
36ab4122,05043-DC,Algebra,Linear equations in one variable,M
1efd8202,103a78aa-4206-460e-8583-9fb2c2c88e63,Algebra,Linear equations in two variables,E
73b5f330,9dc23c3a-e1d2-402a-9e2a-4085bbba4933,Algebra,Linear functions,E
d76ab4f5,5839b7ae-3235-44a9-9666-5735f17e34d8,Algebra,Linear equations in one variable,E
4f7981a0,022296-DC,Algebra,Linear equations in one variable,E
295a41f0,c0070404-51d0-404d-88ce-75aa7e687a20,Algebra,Linear functions,M
a71b1bc1,37c0d421-25f7-4ad6-99d7-8c81927bd65c,Algebra,Systems of two linear equations in two variables,H
1ce51655,85822077-c33d-45ef-bd16-1f8decf34dde,Algebra,Linear equations in one variable,M
e9ef0e6b,20b7ec3b-23a0-4fbf-8db9-9d357de8c613,Algebra,Linear inequalities in one or two variables,M
c841e8e8,5bbff16a-8cdc-4d4c-b45c-545cf12538e2,Algebra,Linear equations in one variable,E
e103300e,b054f030-a6ac-4c84-8808-fddfd6d758ba,Algebra,Linear functions,H
cb58833c,070613-DC,Algebra,Linear equations in two variables,H
81390d6c,907da20e-eb78-4bed-85f6-ce91ac870f45,Algebra,Linear functions,E
ed856e9c,012f9eba-ac05-4ad4-b0df-834b624098e7,Algebra,Linear equations in two variables,E
97eab129,de934a98-c3b0-4f0e-bccc-3bbfd3d0308d,Algebra,Linear functions,E
567ac7ab,034116-DC,Algebra,Systems of two linear equations in two variables,H
9d0396d4,2af9fdfa-146c-4add-84b4-cb5bbf516dc2,Algebra,Linear equations in two variables,H
4771a64a,0797e1a5-ab62-4b2e-b8db-ec842244529a,Algebra,Linear equations in one variable,H
5a7ab8e8,565e2580-0194-4be0-b5a7-5e2273ce4a14,Algebra,Linear equations in one variable,M
55447be2,7bbaeebb-c7b9-4d87-ac22-9fb4f0d77968,Algebra,Systems of two linear equations in two variables,M
40049d49,162bcb97-414c-46ed-a490-4d88402f07fa,Algebra,Linear equations in one variable,M
2704399f,016627-DC,Algebra,Systems of two linear equations in two variables,M
f02b4509,1678f18c-082f-4417-97ca-e3e524d586e6,Algebra,Linear inequalities in one or two variables,M
daad7c32,08486-DC,Algebra,Linear functions,H
3f8a701b,10864-DC,Algebra,Linear equations in one variable,H
eeebe166,d8fb921c-f434-41b5-b963-d87e3d7e5311,Algebra,Linear equations in two variables,E
0d1dca87,026980-DC,Algebra,Systems of two linear equations in two variables,E
3a84f885,15e8ec7c-ca9d-47c1-ab6b-a40b86f74651,Algebra,Systems of two linear equations in two variables,H
b9839f9e,025710-DC,Algebra,Linear equations in two variables,E
023c0a8d,021098-DC,Algebra,Linear functions,H
a94ed4e0,181b5ada-d520-4724-9962-4d99a5d79e8f,Algebra,Systems of two linear equations in two variables,M
686b7cad,1ce8eb76-74a1-43fe-a9d0-df147e4ca59e,Algebra,Systems of two linear equations in two variables,M
fbb0ea7f,79f6861f-e1b2-4b3a-a56b-065a572689b2,Algebra,Linear equations in one variable,E
a5882327,704bbab2-6312-41d6-a1ca-affd16b16c5a,Algebra,Linear functions,H
75012ee7,99370f6d-8788-4824-a8aa-20c268f5a86c,Algebra,Systems of two linear equations in two variables,H
1f0966db,f8b5e794-72b0-4393-8d1c-cd433c069575,Algebra,Linear functions,M
a7a14e87,045840-DC,Algebra,Linear equations in two variables,H
ccc3ad6b,fef8ab08-2a09-4477-9b15-1ed3a9fc0ac6,Algebra,Systems of two linear equations in two variables,E
1fe778dc,84a52145-ed23-4de2-9bb6-c1f412e7b1f8,Algebra,Linear equations in two variables,E
90bd9ef8,10570-DC,Algebra,Linear inequalities in one or two variables,M
c3989ef8,151077e0-2b11-4c07-bc61-40cb9fc124a8,Algebra,Linear equations in one variable,E
429fb7c0,7c776d67-dc96-4c86-97df-52e3204cdfe9,Algebra,Linear equations in one variable,H
6f6dfe3e,eb64b8f6-731a-4137-9ed2-358ab19f106c,Algebra,Linear equations in two variables,M
8f0c82e2,4d535a61-d332-4981-961c-a1bf2488438f,Algebra,Linear inequalities in one or two variables,M
5ad9eff0,11138-DC,Algebra,Linear equations in one variable,M
39617468,e144d7c1-e5c3-4695-b317-58369ec6c22e,Algebra,Linear equations in two variables,E
038d87d7,4e5c1cee-ad79-4a5a-8828-24762395ae21,Algebra,Linear equations in two variables,M
174885f8,7375a642-6151-451c-8a97-8c5092f8e9b5,Algebra,Linear equations in two variables,E
441558e7,0f9a48e3-fac3-492a-8104-05def2d974ce,Algebra,Linear functions,M
46f68129,06902-DC,Algebra,Linear equations in one variable,E
56e373b3,7e8a4250-4838-4f9d-9e6c-24235e682f46,Algebra,Linear equations in one variable,E
2eef7e61,029386-DC,Algebra,Linear functions,E
e3bbde69,a87ec507-656c-4bf5-ad90-09107b7dcf8b,Algebra,Systems of two linear equations in two variables,M
f0773a55,461f9ba1-a36e-4795-9b6e-093390fd8977,Algebra,Linear functions,M
8da536c6,bae4968b-c35c-406d-b991-c09a53f7410e,Algebra,Linear equations in two variables,E
5e08a055,673c8b0c-840e-41ac-bc4e-82b2f8b2a747,Algebra,Systems of two linear equations in two variables,H
0ea7ef01,b347b50a-ec16-402a-b7e5-8ec5a188bf8f,Algebra,Linear functions,E
0df106df,10239-DC,Algebra,Systems of two linear equations in two variables,E
e53870b6,027085-DC,Algebra,Linear equations in one variable,E
820ad8e8,2c084f8b-ca91-4384-99bb-5c4f22a12de2,Algebra,Linear equations in two variables,E
9f70fd47,06cf762f-e23b-41cd-9a4f-cba279a432ff,Algebra,Linear equations in two variables,H
f5ff91b2,eec9f1c3-9c60-420a-98bf-68fc90a14f95,Algebra,Linear equations in one variable,H
a1fd2304,070614-DC,Algebra,Linear equations in two variables,H
5f46fc76,ebe78c3d-d888-4a7c-8973-f50c7ec643f3,Algebra,Systems of two linear equations in two variables,E
b544a348,025580-DC,Algebra,Systems of two linear equations in two variables,M
628300a9,08060-DC,Algebra,Linear equations in one variable,H
a232aa96,7fb9dc2e-7cc3-466f-b4fc-ac67568ce00b,Algebra,Linear functions,E
400798d6,df2106f5-60f0-4169-a44d-b3223cb59788,Algebra,Linear equations in two variables,M
9ed4c1a2,55d9f495-d3f8-4300-aadb-4beb4b5365d2,Algebra,Linear equations in two variables,M
45bba652,08357-DC,Algebra,Linear equations in one variable,M
53487897,940b3aad-7c94-4109-8fe4-ef6351e23009,Algebra,Linear functions,M
208626df,c6ae5b6e-3980-49ff-bd21-fd706a9011aa,Algebra,Linear inequalities in one or two variables,E
b75f7812,05401-DC,Algebra,Linear inequalities in one or two variables,E
1ecaa9c0,029367-DC,Algebra,Linear functions,E
fb43b85f,f7d44282-a880-4219-88e0-2d034cd8f06b,Algebra,Linear equations in two variables,M
eafdbbbd,63a0e21a-3df7-463a-b0b7-6bf2eeefbcb4,Algebra,Linear equations in one variable,M
7d89376f,09904-DC,Algebra,Systems of two linear equations in two variables,E
3ce92ce8,70799514-1e68-4ec1-9002-6b0e1165cbb0,Algebra,Linear functions,M
0bd33265,e47cdf24-1ef9-4aa4-bc46-70b25da6e45e,Algebra,Linear functions,H
f40552a9,6c6e9e8c-6e47-4600-94eb-347c7a7ae6c5,Algebra,Linear equations in two variables,E
12ae3452,56ef2f00-3bce-4eb9-bc8b-077ee70a054d,Algebra,Linear equations in two variables,E
17f176ec,07542-DC,Algebra,Systems of two linear equations in two variables,E
8a6de407,027788-DC,Algebra,Linear functions,M
a4989860,d739e9dd-c317-4c86-831a-07375a627a3d,Algebra,Linear equations in two variables,M
8643d906,020395-DC,Algebra,Linear functions,E
bbf9e5ce,4959c26d-16dc-4df2-8bb7-92bd72d87aa5,Algebra,Linear functions,H
36f068e2,74ba4b49-0d96-4325-b90c-ffaf55d59428,Algebra,Systems of two linear equations in two variables,M
5b7599a6,8cda2479-6500-45ad-b2fe-a4863fff3443,Algebra,Linear equations in two variables,H
23758540,70f8f5ea-a016-4c7d-ad77-2b55a0b1c990,Algebra,Linear equations in one variable,E
a4d6fbec,2e557c2f-0543-4d59-933b-131124398b14,Algebra,Linear functions,E
67d63e19,6ea75b24-df55-4b56-a799-54ee041ec141,Algebra,Linear functions,H
39571c77,eee8837f-1da3-4242-8e86-e8d7f893b7c4,Algebra,Linear equations in two variables,E
d02193fb,198d9860-8bae-4154-b45d-f9d35b29fd48,Algebra,Linear inequalities in one or two variables,M
63be6c9a,b0ba00cd-ad0e-4693-864f-2a0283cf64f7,Algebra,Linear equations in two variables,M
49cd76d5,84445f9f-c91d-47ad-a7fb-f1adeb091390,Algebra,Linear equations in one variable,E
65833256,572fa74d-4b79-415a-8241-a2848bbba074,Algebra,Systems of two linear equations in two variables,M
768b2425,62a434cb-ba25-40cd-9fae-dadf2a410594,Algebra,Linear equations in two variables,E
e53688cb,aa6865b9-fa65-43d3-bbf6-6e17250dc546,Algebra,Systems of two linear equations in two variables,M
44d65912,08822-DC,Algebra,Systems of two linear equations in two variables,E
41fdc0b8,10521-DC,Algebra,Linear functions,M
8ad64841,607e02b9-ac5b-48d2-8d14-a74f33743cd9,Algebra,Linear functions,M
f60aa0dc,d92e58bf-e6da-484f-8d84-5452a09619b1,Algebra,Linear equations in one variable,M
8b2a2a63,62aec139-478e-41ed-ae31-7c2ce572a8ef,Algebra,Linear equations in two variables,E
70774aa4,ab4c9e76-1929-4d3f-ad64-4a63c8386545,Algebra,Linear equations in one variable,E
8a1544f1,09915-DC,Algebra,Linear equations in two variables,E
a9c04a21,015193-DC,Algebra,Linear equations in one variable,E
5907e072,b1f78aeb-1ccd-4387-9894-38cac3d88e77,Algebra,Linear functions,E
27f5fff3,f6ec6740-9074-4a1f-a62d-cac86fd126d8,Algebra,Systems of two linear equations in two variables,H
535fa6e6,9040ee10-4498-4a27-b92f-5181148b3e11,Algebra,Linear equations in two variables,E
a73a5c22,b63fa866-0dfd-4de5-8017-16574107aa40,Algebra,Linear functions,E
6fa593f1,9931da93-9c67-4834-ac2f-f3587e875e3e,Algebra,Linear equations in one variable,E
8c515062,ed19c902-acac-433c-b8f5-c8cd07c4e16d,Algebra,Linear equations in one variable,M
4b76c7f1,027878-DC,Algebra,Systems of two linear equations in two variables,E
1993561d,baf1c184-aaa3-416b-ac7d-232d0c6ccc89,Algebra,Linear functions,E
b64e2c7f,5033c9a1-3f55-43c6-abad-0ff80dc97762,Algebra,Linear inequalities in one or two variables,E
49800634,b7ba7dde-8eb4-42fb-a134-796966b15f0d,Algebra,Linear equations in two variables,H
7d6928bd,d6f43e04-786e-41b9-a88e-42db5ecb8f8b,Algebra,Linear inequalities in one or two variables,E
a04190b7,eb3d5dbd-4820-4685-bc1e-0710105586f6,Algebra,Linear equations in two variables,M
d1aeb6f1,9848a7b9-5a10-4833-b6e0-1b98ce1e44c1,Algebra,Systems of two linear equations in two variables,E
5ad6bc97,2825ecca-ede4-4a29-bbb0-928be95b590b,Algebra,Linear functions,E
a8e6bd75,08449-DC,Algebra,Linear functions,E
948087f2,10589-DC,Algebra,Linear inequalities in one or two variables,M
00b9bd37,6bfc998d-ffc0-408c-a5a9-fdf16efed66f,Algebra,Linear equations in two variables,M
73b3b7d8,82f7e038-e8ce-4d33-b043-0d0d68435a80,Algebra,Systems of two linear equations in two variables,H
beca03de,abfd9618-c65d-4fd8-9f89-254e3dfa9529,Advanced Math,Nonlinear functions,M
4e18fc5d,3972a3e1-4431-4102-8724-89e23f92d34f,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,M
f5c3e3b8,8dbb28ea-e265-4e97-95ca-ce81e767f4e8,Advanced Math,Equivalent expressions,E
a5663025,026003-DC,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,M
3c95093c,04095-DC,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,E
d0a7871e,08148-DC,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,M
72ebc024,82d332a7-36d9-4422-9783-754cdaf665a2,Advanced Math,Equivalent expressions,E
dd4ab4c4,09342-DC,Advanced Math,Equivalent expressions,M
b8caaf84,022234-DC,Advanced Math,Equivalent expressions,M
7f81d0c3,025768-DC,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,M
332cd67b,43b67788-a46c-45bd-a2de-2d26a4afa7b3,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,E
301faf80,7224c605-0224-443d-8b93-f567251f7a19,Advanced Math,Nonlinear functions,H
128c75e2,65f2a8b0-dac1-4676-af53-3ed1d29659c3,Advanced Math,Nonlinear functions,H
7f2524bf,d73b26c3-ce67-4987-8411-3f6ae5fa6ca3,Advanced Math,Nonlinear functions,E
e312081b,027123-DC,Advanced Math,Equivalent expressions,E
02060533,158b94a1-9ef6-432b-9a5c-1435e1662fe7,Advanced Math,Nonlinear functions,H
52931bfa,d228702c-741e-49d7-ad2d-527046f58b94,Advanced Math,Equivalent expressions,M
1e003284,a87d4ca6-6608-46d3-9f6b-60f4ad868594,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,E
91e7ea5e,038001-DC,Advanced Math,Nonlinear functions,H
e9aed539,ec7fe4db-233b-4c49-9a70-2816bda45ba9,Advanced Math,Nonlinear functions,E
358f18bc,22bb3d70-ebff-46aa-8f1d-07a231d876e8,Advanced Math,Nonlinear functions,H
